0
始
姓
委
姥
姪
姫
姶
姿
威
娃
娚
婁
婆
婦
媛
嫁
嬉
嬬
子
孑
孕
字
孝
孟
季
学
孫
宅
宇
守
安
完
宍
宏
宕
宗
官
定
宛
宜
宝
実
客
宣
室
宮
宰
害
宵
家
容
宿
寂
寄
寅
密
富
寒
寛
寝
實
寧
審
寮
寶
寸
寺
対
寿
封
専
射
将
尉
尊
尋
導
小
少
尚
尺
尻
尼
尽
尾
尿
局
居
屈
屋
屏
属
層
履
屯
山
岐
岡
岨
岩
岫
岬
岱
岳
岸
岻
岼
峅
峇
峠
峡
峨
峩
峯
峰
島
崇
崎
崗
崩
嵐
嵜
嵩
嵯
嶋
嶬
嶮
嶺
嶽
巌
川
州
巡
巣
工
左
巧
巨
差
己
已
巳
巴
巻
巽
巾
市
布
帆
希
帖
帝
師
帯
帰
帳
帷
常
帽
幅
幌
幕
幟
幡
幣
干
平
年
幸
幹
幼
幾
庁
広
庄
庇
床
底
庖
店
庚
府
度
座
庫
庭
庵
庶
康
廊
廟
廣
延
廷
建
廻
廼
廿
弁
弄
式
弐
弓
引
弗
弘
弟
弥
弦
弩
張
強
弾
彌
当
形
彦
彩
彰
影
役
彼
往
征
待
後
徐
徒
得
御
復
徳
徴
徹
心
必
忌
忍
志
応
忠
快
忰
念
忽
怒
思
急
性
恋
恍
恐
恒
恩
恭
息
恵
悟
悠
悦
悪
悲
悼
情
惟
惠
惣
意
愛
感
慈
慥
慶
憧
憩
應
懐
懸
戈
戊
戌
戎
成
我
戒
戝
戦
戸
戻
房
所
扇
手
才
打
払
扣
扱
扶
承
技
把
抓
投
折
抜
披
抱
押
抽
担
拍
拓
招
拝
括
拳
拾
持
指
挙
振
挽
挾
捨
据
捲
捻
掃
授
掉
掎
掖
掘
掛
採
接
掻
提
揖
揚
換
損
搗
搦
摂
摘
摩
摺
撞
撫
播
撰
撲
操
擬
擶
支
改
放
政
故
效
敏
救
教
散
敦
敬
数
敲
整
敷
文
斉
斎
斐
斑
斗
料
斜
斧
断
新
方
於
施
旅
旗
旛
日
旦
旧
旨
早
旭
旱
旺
昆
昇
昌
明
易
昔
星
映
春
昧
昭
是
昴
昼
時
晃
晒
晦
晩
普
景
晴
晶
智
暁
暑
暘
暮
曇
曙
曜
曰
曲
曳
更
書
曹
曼
曽
曾
替
最
會
月
有
朋
服
朔
朗
望
朝
期
朧
木
未
末
本
札
朱
朴
朶
机
朽
杁
杉
李
杏
材
村
杓
杖
杙
杜
束
杠
条
杢
杣
杤
来
杭
東
杵
杷
杼
松
板
枅
枇
枋
枌
枕
林
枚
果
枝
枠
枡
枦
枯
枳
架
枻
柄
柊
柏
某
柑
染
柘
柚
柞
柤
柧
柱
柳
柴
柵
柿
栂
栃
栄
栖
栗
校
栢
栩
株
栫
栴
核
根
栽
桁
桂
桃
案
桐
桑
桔
桙
桜
桝
桟
桧
桴
桶
桷
桾
梁
梅
梓
梗
梛
條
梨
梯
械
梵
梶
梹
梺
棄
棒
棚
棟
棡
森
棯
椅
椋
椌
植
椎
椒
椙
椚
椛
検
椡
椣
椥
椴
椹
椿
楊
楓
楚
楜
楠
楡
楢
楪
業
楮
楯
楳
極
楼
楽
榊
榎
榑
榔
榛
榧
榮
榴
榿
槁
槇
構
槌
槍
槐
様
槙
槻
樅
樋
樒
標
樛
樟
模
権
横
樫
樮
樵
樹
樺
樽
橇
橋
橘
機
橡
橦
橲
橿
檀
檜
檪
檮
櫂
櫃
櫓
櫛
櫟
櫨
櫻
欠
次
欧
欲
欽
歌
歎
歓
止
正
此
武
歩
歯
歳
歴
殊
残
殖
段
殻
殿
母
毎
毒
比
毘
毛
毫
氏
民
気
水
氷
永
汀
汁
求
汐
汗
江
池
汰
汲
沃
沈
沓
沖
沙
沢
沮
河
沸
油
治
沼
沿
泉
泊
泓
法
泗
泙
泡
波
泥
注
泪
泰
洋
洗
洛
洞
津
洲
活
流
浄
浅
浜
浦
浪
浮
浴
海
浸
消
涌
涛
涯
涼
淀
淋
淞
淡
深
淳
淵
淺
添
清
済
渋
渓
渕
渚
渠
渡
渦
温
測
渭
港
游
湊
湖
湘
湛
湧
湫
湯
湾
湿
満
源
溜
溝
溪
滄
滅
滋
滑
滕
滝
滞
滴
漁
漆
漉
演
漕
漢
潜
潟
潤
潭
潮
潰
潴
澁
澄
澗
澤
澱
澳
濁
濃
濠
濡
濤
濱
瀞
瀧
瀬
灌
灘
火
灯
灰
災
炉
炊
炬
炭
炮
点
為
烈
烏
烟
烹
焔
無
然
焼
煉
煎
煙
煤
照
熊
熟
熨
熱
燃
燈
燕
燧
爪
父
爺
爼
爾
片
版
牛
牟
牡
牧
物
特
犀
犢
犬
狂
狄
狐
狗
狙
狛
狢
狩
独
狭
狸
狹
狼
猛
猟
猩
猪
猫
猯
猴
猷
猿
獄
獅
獺
玄
玉
王
玖
玲
玻
珀
珂
珈
珊
珍
珠
班
珸
現
球
理
琉
琢
琲
琳
琴
琵
琶
瑁
瑙
瑛
瑞
瑠
瑤
瑳
璃
環
瓜
瓢
瓦
瓶
甑
甕
甘
甚
甜
生
産
甥
用
甫
田
由
甲
申
男
甸
町
画
畉
界
畑
畔
留
畜
畝
畠
畦
番
畭
異
畳
當
畷
畿
疋
病
瘤
瘻
療
癸
発
登
白
百
皀
的
皆
皇
皐
皮
皷
皿
盃
盆
益
盛
盟
監
盤
目
直
相
盾
省
眉
看
県
眞
真
眠
眺
眼
着
睡
睦
瞥
矢
知
短
矯
石
矼
砂
研
砥
砧
砲
破
砺
砿
硝
硫
硯
硲
硴
碁
碆
碇
碑
碓
碕
碧
碩
磐
磑
磧
磨
磯
礎
礒
礫
礬
示
礼
社
祁
祇
祈
祉
祐
祓
祖
祗
祝
神
祠
祢
祥
祭
祷
禁
禄
禅
禎
福
禮
禰
禽
禾
禿
秀
私
秋
科
秣
秤
秦
秩
秬
称
移
稀
程
税
稔
稗
稚
稜
種
稱
稲
稼
稽
穀
穂
積
穏
穣
穴
究
空
突
窄
窓
窕
窟
窪
窯
竃
竈
立
竜
章
童
竪
端
竹
竺
竿
笂
笄
笈
笊
笋
笏
笑
笛
笠
笥
符
第
笹
筆
筈
等
筋
筌
筍
筏
筑
筒
答
策
筥
筧
筬
筱
筵
箆
箇
箒
箕
算
箙
箟
管
箪
箭
箱
箸
節
範
築
篝
篠
篭
篶
簑
簗
簸
簾
籏
籐
籔
籟
籠
米
籾
粂
粉
粒
粕
粗
粟
粥
粧
粭
精
糀
糒
糖
糘
糟
糠
糧
糯
糸
糺
紀
紅
紋
納
紐
純
紙
級
紛
素
紡
紫
細
紹
紺
終
組
経
結
絡
給
統
絵
絶
絹
継
続
綜
綣
維
綱
網
綴
綺
綾
綿
緋
総
緑
緒
線
緤
編
緩
緯
練
縁
縄
縊
縞
縢
縣
縦
縫
績
繁
繊
繋
織
繩
繰
纒
罧
置
羅
羊
美
群
羨
義
羽
翁
翌
習
翔
翠
翼
耀
老
者
耆
耕
耳
耶
耻
聖
聚
聞
聡
職
肘
肝
股
肥
肩
肱
育
肴
胄
胆
背
胎
胡
胸
能
脂
脇
脊
脚
脛
腐
腕
腰
腹
膚
膝
膳
臘
臣
臥
臨
自
至
臼
舂
與
興
舌
舎
舗
舘
舛
舞
舟
航
般
舮
舳
舸
船
艀
艘
艮
良
色
芋
芒
芙
芝
芥
芦
芭
花
芳
芸
芹
芽
苅
苑
苓
苔
苗
苞
苣
若
苦
苧
苫
英
苺
茂
茄
茅
茎
茗
茜
茨
茱
茶
茸
草
荊
荏
荒
荘
荷
荻
莅
莇
莎
莚
莢
莨
莪
莫
莱
莵
菅
菊
菓
菖
菜
菟
菩
菫
華
菰
菱
菴
萄
萌
萠
萢
萩
萬
萱
萸
落
葉
葎
著
葛
董
葦
葭
葱
葵
葹
葺
蒄
蒋
蒔
蒜
蒲
蒼
蓄
蓉
蓋
蓑
蓬
蓮
蓼
蔀
蔓
蔦
蔭
蔵
蕃
蕉
蕎
蕗
蕨
蕪
蕷
薄
薇
薊
薑
薔
薗
薙
薦
薩
薪
薫
薬
薮
藁
藍
藏
藝
藤
藪
藺
藻
蘂
蘆
蘇
蘭
虎
虚
號
虫
虹
虻
蚊
蚕
蚫
蛇
蛉
蛍
蛎
蛙
蛤
蛭
蛮
蛯
蛸
蛾
蜂
蜆
蜑
蜘
蜷
蜻
蝉
蝦
蝮
蝶
螂
融
螢
螺
蟆
蟇
蟠
蟷
蟹
蟻
蠣
血
衆
行
術
街
衙
衛
衝
衡
衣
表
衲
衾
袈
袋
袖
袰
袴
裁
装
裏
裕
裟
裡
裳
製
裾
褒
西
要
覆
覇
見
規
覚
覧
親
観
角
觜
解
触
言
計
討
訓
託
記
訪
設
許
訶
証
評
詠
試
詩
詫
詰
話
誉
誓
語
誠
読
調
談
請
諏
論
諫
諸
謄
講
謝
謡
證
識
警
議
譲
護
讃
谷
豆
豊
象
豪
貝
貞
負
財
貢
貨
販
貫
責
貰
貴
買
貸
貿
賀
賃
資
賊
賑
賓
賜
賞
賢
賤
質
賽
贄
赤
赦
走
起
超
越
足
趾
跡
路
跿
踊
踏
蹄
蹟
身
躬
躰
車
軍
軒
転
軸
軽
載
輝
輪
輸
輿
轆
轌
轟
轡
轤
辛
辰
辱
農
辺
辻
込
迎
近
返
迦
迫
追
退
送
逆
途
逗
這
通
速
造
逢
連
進
逸
遅
遇
遊
運
遍
過
道
達
違
遙
遠
遣
還
邇
邊
邑
那
邦
邸
郁
郊
郎
郛
郡
部
郭
郵
郷
都
酉
酌
配
酒
酘
酢
酪
酸
醍
醐
醒
醤
釆
采
釈
里
重
野
量
金
釘
釛
釜
針
釣
釧
釿
鈍
鈎
鈑
鈩
鈴
鈷
鉄
鉈
鉋
鉛
鉢
鉦
鉱
鉾
銀
銅
銘
銚
銭
鋏
鋤
鋭
鋳
鋸
鋺
鋼
錦
錫
録
錺
鍋
鍔
鍛
鍜
鍬
鍵
鎌
鎖
鎗
鎚
鎧
鎮
鏑
鏡
鏥
鐇
鐘
鐙
鐡
鐵
鐺
鑓
鑪
長
門
閉
開
閏
閑
間
閖
関
閣
閤
閨
閻
闇
關
阜
阪
防
阿
陀
附
降
限
院
陣
除
陦
陰
陳
陵
陶
陸
険
陽
隅
隆
隈
隊
階
随
際
障
隠
隣
隼
雀
雁
雄
雅
集
雇
雉
雌
雑
雛
離
難
雨
雪
雫
雲
雷
電
霄
霊
霜
霞
霧
露
青
靖
静
非
面
革
靭
靱
鞁
鞆
鞍
鞘
鞠
鞦
鞭
韓
韮
音
響
頂
頃
順
須
頌
頓
領
頤
頬
頭
頴
頸
頼
額
顔
顕
願
類
風
颪
飛
食
飫
飯
飲
飴
飼
飽
飾
餅
餉
養
餌
餘
餠
館
饅
饌
饒
饗
首
香
馬
馳
馴
駄
駅
駈
駐
駒
駕
駛
駝
駮
駿
騎
験
騨
驚
驫
骨
高
髙
髪
髭
鬚
鬮
鬼
魁
魔
魚
鮎
鮒
鮖
鮠
鮨
鮪
鮫
鮭
鯆
鯉
鯏
鯖
鯛
鯨
鯰
鯲
鰄
鰈
鰍
鰐
鰔
鰕
鰭
鰯
鰹
鰺
鱈
鱒
鱗
鱸
鳥
鳧
鳩
鳰
鳳
鳴
鳶
鴇
鴉
鴎
鴛
鴨
鴫
鴬
鴻
鵜
鵠
鵤
鵬
鵯
鵲
鵺
鶇
鶉
鶏
鶚
鶯
鶴
鷆
鷲
鷹
鷺
鹿
麁
麓
麗
麦
麩
麹
麺
麻
黄
黍
黒
黛
鼈
鼎
鼓
鼠
鼡
鼻
齊
齋
龍
﨑
